customer_id,name,email,membership_age,revenue,Preferred_film_language,Preferred_film_category,city,preferred_film_year
140,EVA RAMOS,EVA.RAMOS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",123,"00s,00s"
141,DEBBIE REYES,DEBBIE.REYES@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",172,"00s,00s"
142,APRIL BURNS,APRIL.BURNS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",149,"00s,00s"
143,LESLIE GORDON,LESLIE.GORDON@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",266,"00s,00s"
144,CLARA SHAW,CLARA.SHAW@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",340,"00s,00s"
145,LUCILLE HOLMES,LUCILLE.HOLMES@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",491,00s
146,JAMIE RICE,JAMIE.RICE@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",499,"00s,00s"
147,JOANNE ROBERTSON,JOANNE.ROBERTSON@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",555,"00s,00s"
148,ELEANOR HUNT,ELEANOR.HUNT@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",442,"00s,00s"
149,VALERIE BLACK,VALERIE.BLACK@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",94,"00s,00s"
150,DANIELLE DANIELS,DANIELLE.DANIELS@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",202,"00s,00s"
151,MEGAN PALMER,MEGAN.PALMER@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",291,"00s,00s"
152,ALICIA MILLS,ALICIA.MILLS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",354,"00s,00s"
154,MICHELE GRANT,MICHELE.GRANT@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",590,"00s,00s"
155,GAIL KNIGHT,GAIL.KNIGHT@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",72,"00s,00s"
156,BERTHA FERGUSON,BERTHA.FERGUSON@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",381,"00s,00s"
157,DARLENE ROSE,DARLENE.ROSE@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",420,"00s,00s"
158,VERONICA STONE,VERONICA.STONE@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",187,"00s,00s"
159,JILL HAWKINS,JILL.HAWKINS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",307,"00s,00s"
161,GERALDINE PERKINS,GERALDINE.PERKINS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",533,"00s,00s"
162,LAUREN HUDSON,LAUREN.HUDSON@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",297,"00s,00s"
163,CATHY SPENCER,CATHY.SPENCER@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",253,00s
164,JOANN GARDNER,JOANN.GARDNER@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",529,"00s,00s"
165,LORRAINE STEPHENS,LORRAINE.STEPHENS@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",199,00s
166,LYNN PAYNE,LYNN.PAYNE@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",304,"00s,00s"
167,SALLY PIERCE,SALLY.PIERCE@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",107,"00s,00s"
168,REGINA BERRY,REGINA.BERRY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",240,"00s,00s"
169,ERICA MATTHEWS,ERICA.MATTHEWS@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",407,"00s,00s"
170,BEATRICE ARNOLD,BEATRICE.ARNOLD@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",550,"00s,00s"
171,DOLORES WAGNER,DOLORES.WAGNER@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",223,"00s,00s"
172,BERNICE WILLIS,BERNICE.WILLIS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",58,"00s,00s"
173,AUDREY RAY,AUDREY.RAY@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",186,"00s,00s"
174,YVONNE WATKINS,YVONNE.WATKINS@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",373,"00s,00s"
175,ANNETTE OLSON,ANNETTE.OLSON@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",18,00s
176,JUNE CARROLL,JUNE.CARROLL@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",483,"00s,00s"
177,SAMANTHA DUNCAN,SAMANTHA.DUNCAN@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",330,"00s,00s"
178,MARION SNYDER,MARION.SNYDER@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",456,"00s,00s"
179,DANA HART,DANA.HART@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",270,"00s,00s"
180,STACY CUNNINGHAM,STACY.CUNNINGHAM@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",405,00s
181,ANA BRADLEY,ANA.BRADLEY@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",333,"00s,00s"
182,RENEE LANE,RENEE.LANE@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",126,"00s,00s"
183,IDA ANDREWS,IDA.ANDREWS@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",317,"00s,00s"
184,VIVIAN RUIZ,VIVIAN.RUIZ@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",438,"00s,00s"
185,ROBERTA HARPER,ROBERTA.HARPER@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",467,"00s,00s"
186,HOLLY FOX,HOLLY.FOX@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",195,"00s,00s"
187,BRITTANY RILEY,BRITTANY.RILEY@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",506,"00s,00s"
188,MELANIE ARMSTRONG,MELANIE.ARMSTRONG@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",62,00s
189,LORETTA CARPENTER,LORETTA.CARPENTER@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",383,"00s,00s"
190,YOLANDA WEAVER,YOLANDA.WEAVER@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",513,"00s,00s"
191,JEANETTE GREENE,JEANETTE.GREENE@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",369,"00s,00s"
192,LAURIE LAWRENCE,LAURIE.LAWRENCE@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",169,00s
193,KATIE ELLIOTT,KATIE.ELLIOTT@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",271,"00s,00s"
194,KRISTEN CHAVEZ,KRISTEN.CHAVEZ@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",204,"00s,00s"
196,ALMA AUSTIN,ALMA.AUSTIN@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",325,"00s,00s"
197,SUE PETERS,SUE.PETERS@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",109,"00s,00s"
198,ELSIE KELLEY,ELSIE.KELLEY@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",218,"00s,00s"
199,BETH FRANKLIN,BETH.FRANKLIN@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",194,"00s,00s"
200,JEANNE LAWSON,JEANNE.LAWSON@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",35,"00s,00s"
201,VICKI FIELDS,VICKI.FIELDS@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",575,"00s,00s"
202,CARLA GUTIERREZ,CARLA.GUTIERREZ@sakilacustomer.org,185,0.00,English,"Sports,Animation,Documentary,Sci-Fi,Family",77,"00s,00s"
203,TARA RYAN,TARA.RYAN@sakilacustomer.org,185,0.00,English,"Action,Sports,Drama,Animation,Family",184,"00s,00s"
